elsoura,meaning,elgoz2,text,elsoura2
سورة الاسراء,وما كان رزق مالكك ومدبر أمرك وعطاؤه ,الجزء الخامس عشر,وما كان عطاء ربك,سورة الاسراء
سورة الاسراء,ممنوعا,الجزء الخامس عشر,محظورا,سورة الاسراء
سورة الاسراء,انظر يا محمد كيف رفعنا بعضهم على بعض درجات في دار الدنيا,الجزء الخامس عشر,انظر كيف فضلنا بعضهم على بعضٖ ,سورة الاسراء
سورة الاسراء,ولدار الآخرة أعظم درجات,الجزء الخامس عشر,وللأخرة أكبر درجتٖ,سورة الاسراء
سورة الاسراء,وأكثر تفاوتا في التفضيل من دار الدنيا ,الجزء الخامس عشر,وأكبر تفضيلا,سورة الاسراء
سورة الاسراء,لا تتخذ أيها الإنسان,الجزء الخامس عشر,لا تجعل ,سورة الاسراء
سورة الاسراء,مع الله معبودا آخر,الجزء الخامس عشر,مع الله إلها ءاخر,سورة الاسراء
سورة الاسراء,فتصبح ملوما ممقوتا,الجزء الخامس عشر,فتقعد مذموما ,سورة الاسراء
سورة الاسراء,لا ناصر لك ولا معين,الجزء الخامس عشر,مخذولا,سورة الاسراء
سورة الاسراء,وحكم مالكك ومدبر أمرك,الجزء الخامس عشر,وقضى ربك ,سورة الاسراء
سورة الاسراء,أن تفردوه بالعبادة وحده,الجزء الخامس عشر,ألا تعبدوا إلا إياه,سورة الاسراء
سورة الاسراء,وأن تحسنوا إلى الوالدين,الجزء الخامس عشر,وبالولدين إحسنا,سورة الاسراء
سورة الاسراء,إما يصلن عندك السن التي يحتاج معها للرعاية,الجزء الخامس عشر,إما يبلغن عندك الكبر,سورة الاسراء
سورة الاسراء,واحد منهما أو هما معا,الجزء الخامس عشر,أحدهما أو كلاهما,سورة الاسراء
سورة الاسراء,فلا تخاطبهما بكلمة تضجر أو تضايق,الجزء الخامس عشر,فلا تقل لهما أفٖ,سورة الاسراء
سورة الاسراء,ولا تزجرهما وترفع صوتك عليهما,الجزء الخامس عشر,ولا تنهرهما,سورة الاسراء
سورة الاسراء,وقل لهما قولا حسنا لينا جميلا,الجزء الخامس عشر,وقل لهما قولا كريما,سورة الاسراء
سورة الاسراء,وألن لهما جانبك رحمة منك بهما,الجزء الخامس عشر,واخفض لهما جناح الذل من الرحمة ,سورة الاسراء
سورة الاسراء,وقل يا مالكي ومدبر أمري ارحمهما,الجزء الخامس عشر,وقل رب ارحمهما,سورة الاسراء
سورة الاسراء,كما ربياني ورحماني صغيرا,الجزء الخامس عشر,كما ربياني صغيرا,سورة الاسراء
سورة الاسراء,مالككم ومدبر أمركم أدرى بما في نفوسكم,الجزء الخامس عشر,ربكم أعلم بما في نفوسكم,سورة الاسراء
سورة الاسراء,إن تكونوا صالحين مطيعين,الجزء الخامس عشر,إن تكونوا صلحين,سورة الاسراء
سورة الاسراء,فإنه كان للرجاعين إلى الطاعة والإحسان,الجزء الخامس عشر,فإنه كان للأوبين ,سورة الاسراء
سورة الاسراء,ستارا لذنوبهم,الجزء الخامس عشر,غفورا,سورة الاسراء
سورة الاسراء,وأعط,الجزء الخامس عشر,وءات,سورة الاسراء
سورة الاسراء,ذا القرابة,الجزء الخامس عشر,ذا القربى ,سورة الاسراء
سورة الاسراء,حقه من الصلة والبر,الجزء الخامس عشر,حقه,سورة الاسراء
سورة الاسراء,والفقير المعوز,الجزء الخامس عشر,والمسكين ,سورة الاسراء
سورة الاسراء,والغريب المنقطع عن بلده,الجزء الخامس عشر,وابن السبيل ,سورة الاسراء
سورة الاسراء,ولا تنفق مالك في ما لا يفيد شرعا أو عادة ,الجزء الخامس عشر,ولا تبذر تبذيرا,سورة الاسراء
سورة الاسراء,إن المنفقين أموالهم في ما لا يفيد شرعا أو عادة,الجزء الخامس عشر,إن المبذرين,سورة الاسراء
سورة الاسراء,كانوا أولياء للشياطين,الجزء الخامس عشر,كانوا إخون الشيطين,سورة الاسراء
سورة الاسراء,وكان الشيطان لمالكه ومدبر أمره جحودا,الجزء الخامس عشر,وكان الشيطن لربه كفورا,سورة الاسراء
سورة الاسراء,وإما تعرضن عن هؤلاء الذين أمرتك أن تعطيهم حقوقهم,الجزء الخامس عشر,وإما تعرضن عنهم,سورة الاسراء
سورة الاسراء,انتظارا لرزق من مالكك ومدبر أمرك تؤمله,الجزء الخامس عشر,ابتغاء رحمةٖ من ربك ترجوها,سورة الاسراء
سورة الاسراء,فقل لهم قولا لينا وجميلا,الجزء الخامس عشر, فقل لهم قولا ميسورا ,سورة الاسراء
سورة الاسراء,ولا تمسك يدك عن العطاء أبدا حتى تصير كأنها مربوطة بعنقك                                 ,الجزء الخامس عشر,ولا تجعل يدك مغلولة إلى عنقك,سورة الاسراء
سورة الاسراء,ولا تسرف في العطاء حتى لا تستبقي شيئا,الجزء الخامس عشر,ولا تبسطها كل البسط,سورة الاسراء
سورة الاسراء,فتصير ملوما,الجزء الخامس عشر,فتقعد ملوما,سورة الاسراء
سورة الاسراء,منقطعا لا تجد ما تعطيه,الجزء الخامس عشر,محسورا,سورة الاسراء
سورة الاسراء,إن مالكك ومدبر أمرك يا محمد,الجزء الخامس عشر,إن ربك,سورة الاسراء
سورة الاسراء,يوسع الرزق ,الجزء الخامس عشر,يبسط الرزق,سورة الاسراء
سورة الاسراء,لمن يريد,الجزء الخامس عشر,لمن يشاء,سورة الاسراء
سورة الاسراء,ويضيقه على من يريد,الجزء الخامس عشر,ويقدر,سورة الاسراء
سورة الاسراء,إنه كان خبيرا بأحوال عباده,الجزء الخامس عشر,إنه كان بعباده خبيرا,سورة الاسراء
سورة الاسراء,بصيرا بما يصلحهم ويدبرهم,الجزء الخامس عشر,بصيرا,سورة الاسراء
سورة الاسراء,ولا تعدموا أولادكم بوأدهم,الجزء الخامس عشر,ولا تقتلوا أولدكم,سورة الاسراء
سورة الاسراء,مخافة,الجزء الخامس عشر,خشية ,سورة الاسراء
سورة الاسراء,فقر وفاقة,الجزء الخامس عشر,إملقٖ,سورة الاسراء
سورة الاسراء,نحن نتولى رزقهم ورزقكم أنتم,الجزء الخامس عشر,نحن نرزقهم وإياكم ,سورة الاسراء
سورة الاسراء,إن إعدامهم,الجزء الخامس عشر,إن قتلهم,سورة الاسراء
سورة الاسراء,كان إثما وذنبا عظيما,الجزء الخامس عشر,كان خطٔا كبيرا,سورة الاسراء
سورة الاسراء,ولا تقربوا فاحشة الزنى,الجزء الخامس عشر,ولا تقربوا الزنى,سورة الاسراء
سورة الاسراء,إنه كان فعلة ظاهرة القبح,الجزء الخامس عشر,إنه كان فحشة,سورة الاسراء
سورة الاسراء,وساء طريقا,الجزء الخامس عشر,وساء سبيلا,سورة الاسراء
سورة الاسراء,ولا تعدموا,الجزء الخامس عشر,ولا تقتلوا ,سورة الاسراء
سورة الاسراء,النفس التي حرم الله إعدامها,الجزء الخامس عشر,النفس التي حرم الله,سورة الاسراء
سورة الاسراء,إلا بالحق الشرعي,الجزء الخامس عشر,إلا بالحق ,سورة الاسراء
سورة الاسراء,ومن أعدم متعدى عليه,الجزء الخامس عشر,ومن قتل مظلوما ,سورة الاسراء
سورة الاسراء,فقد جعلنا لمتولي دمه,الجزء الخامس عشر,فقد جعلنا لوليه ,سورة الاسراء
سورة الاسراء,تسلطا على القاتل بالقصاص أو الدية,الجزء الخامس عشر,سلطنا ,سورة الاسراء
سورة الاسراء,فلا يقتل بالمقتول غير قاتله,الجزء الخامس عشر,فلا يسرف في القتل,سورة الاسراء
سورة الاسراء,إنه كان معانا حتى ينتصر,الجزء الخامس عشر,إنه كان منصورا,سورة الاسراء
سورة الاسراء,ولا تقربوا مال الصغير الذي مات والده,الجزء الخامس عشر,ولا تقربوا مال اليتيم,سورة الاسراء
سورة الاسراء,إلا بما هو الأصلح له,الجزء الخامس عشر,إلا بالتي هي أحسن,سورة الاسراء
سورة الاسراء,حتى يبلغ حلمه,الجزء الخامس عشر,حتى يبلغ أشده,سورة الاسراء
سورة الاسراء,وأوفوا بالميثاق,الجزء الخامس عشر,وأوفوا بالعهد,سورة الاسراء
سورة الاسراء,إن الله سيسأل كل صاحب ميثاق عن ميثاقه,الجزء الخامس عشر,إن العهد كان مسٔولا,سورة الاسراء
سورة الاسراء,وأتموا الكيل إذا كلتم,الجزء الخامس عشر,وأوفوا الكيل إذا كلتم ,سورة الاسراء
سورة الاسراء,وزنوا بالميزان العدل ,الجزء الخامس عشر,وزنوا بالقسطاس المستقيم,سورة الاسراء
سورة الاسراء,ذلك أفضل,الجزء الخامس عشر,ذلك خير,سورة الاسراء
سورة الاسراء,وأحسن مآلا وعاقبة,الجزء الخامس عشر,وأحسن تأويلا,سورة الاسراء
سورة الاسراء,ولا تقل ما ليس لك  به علم                              ,الجزء الخامس عشر,ولا تقف ما ليس لك به علم ,سورة الاسراء
سورة الاسراء,إن السمع الذي يسمع به المرء,الجزء الخامس عشر,إن السمع ,سورة الاسراء
سورة الاسراء,والبصر الذي يبصر به,الجزء الخامس عشر,والبصر ,سورة الاسراء
سورة الاسراء,والقلب الذي يعقل به,الجزء الخامس عشر,والفؤاد ,سورة الاسراء
سورة الاسراء,كل هؤلاء,الجزء الخامس عشر,كل أولئك ,سورة الاسراء
سورة الاسراء,سيسأل عنهم العبد يوم القيامة,الجزء الخامس عشر,كان عنه مسٔولا,سورة الاسراء
سورة الاسراء,ولا تمش في الأرض بطرا وكبرا وخيلاء,الجزء الخامس عشر,ولا تمش في الأرض مرحا,سورة الاسراء
سورة الاسراء,إنك لن تثقبها حتى تبلغ آخرها بخيلائك وكبرك,الجزء الخامس عشر,إنك لن تخرق الأرض,سورة الاسراء
سورة الاسراء,ولن تساوي الجبال طولا ,الجزء الخامس عشر,ولن تبلغ الجبال طولا,سورة الاسراء
سورة الاسراء,كل ذلك من الخصال كان سيئه,الجزء الخامس عشر,كل ذلك كان سيئه,سورة الاسراء
سورة الاسراء,يكرهه ولا يرضاه لعباده,الجزء الخامس عشر,عند ربك مكروها,سورة الاسراء
سورة الاسراء,هذا الذي بينا,الجزء الخامس عشر,ذلك,سورة الاسراء
سورة الاسراء,مما أوحى إليك مالكك ومدبر أمرك يا محمد,الجزء الخامس عشر,مما أوحى إليك ربك ,سورة الاسراء
سورة الاسراء,من علم الحكمة في القرآن,الجزء الخامس عشر,من الحكمة,سورة الاسراء
سورة الاسراء,ولا تتخذ أيها الإنسان,الجزء الخامس عشر,ولا تجعل ,سورة الاسراء
سورة الاسراء,مع الله معبودا آخر,الجزء الخامس عشر,مع الله إلها ءاخر,سورة الاسراء
سورة الاسراء,فتقذف في نار جهنم,الجزء الخامس عشر,فتلقى في جهنم,سورة الاسراء
سورة الاسراء,ملوما مبعدا,الجزء الخامس عشر,ملوما مدحورا,سورة الاسراء
سورة الاسراء,أفخصكم مالككم ومدبر أمركم أيها المشركون ,الجزء الخامس عشر,أفأصفىكم ربكم ,سورة الاسراء
سورة الاسراء,بالأولاد الذكور,الجزء الخامس عشر,بالبنين,سورة الاسراء
سورة الاسراء,وجعل لنفسه من الملاظكة بنات إناثا,الجزء الخامس عشر,واتخذ من الملئكة إنثا,سورة الاسراء
سورة الاسراء,إنكم لتتفوهون بذلك ,الجزء الخامس عشر,إنكم لتقولون,سورة الاسراء
سورة الاسراء,بقول شنيع,الجزء الخامس عشر,قولا عظيما,سورة الاسراء
سورة الاسراء,ولقد جئنا ونوعنا في هذا القرآن من العبر والبينات والحجج,الجزء الخامس عشر,ولقد صرفنا في هذا القرءان ,سورة الاسراء
سورة الاسراء,ليتعظوا ويتذكروا,الجزء الخامس عشر,ليذكروا,سورة الاسراء
سورة الاسراء,وما يزيدهم تصريفنا وتذكيرنا,الجزء الخامس عشر,وما يزيدهم,سورة الاسراء
سورة الاسراء,إلا إعراضا عن الحق,الجزء الخامس عشر,إلا نفورا ,سورة الاسراء
سورة الاسراء,قل يا محمد لهؤلاء المشركين لو كان مع الله,الجزء الخامس عشر,قل لو كان معه ,سورة الاسراء
سورة الاسراء,آلهة كما يزعم المشركون,الجزء الخامس عشر,ءالهة كما يقولون,سورة الاسراء
سورة الاسراء,إذا لطلب هؤلاء الآلهة,الجزء الخامس عشر,إذا لابتغوا,سورة الاسراء
سورة الاسراء,إلى الله المالك للعرش,الجزء الخامس عشر,إلى ذي العرش,سورة الاسراء
سورة الاسراء,طريقا لمنازعته ومغالبته,الجزء الخامس عشر,سبيلا,سورة الاسراء
سورة الاسراء,تنزه وتقدس وتعاظم,الجزء الخامس عشر,سبحنه وتعلى,سورة الاسراء
سورة الاسراء,عما يقول هؤلاء المشركون,الجزء الخامس عشر,عما يقولون,سورة الاسراء
سورة الاسراء,تعاليا كبيرا,الجزء الخامس عشر,علوا كبيرا,سورة الاسراء
سورة الاسراء,تنزهه السماوات السبع والأرض تقديسا وتعظيما,الجزء الخامس عشر,تسبح له السموت السبع والأرض,سورة الاسراء
سورة الاسراء,ومن يقطنهن من جميع أنواع الكائنات,الجزء الخامس عشر,ومن فيهن,سورة الاسراء
سورة الاسراء,وما من شيء من المخلوقات,الجزء الخامس عشر,وإن من شيء ,سورة الاسراء
سورة الاسراء,إلا ينزهه تنزيها مقرونا بالثناء عليه,الجزء الخامس عشر,إلا يسبح بحمده,سورة الاسراء
سورة الاسراء,ولكن لا تفهمون,الجزء الخامس عشر,ولكن لا تفقهون ,سورة الاسراء
سورة الاسراء,لغة تسبيحهم,الجزء الخامس عشر,تسبيحهم,سورة الاسراء
سورة الاسراء,إنه كان حليما عن خلقه فلا يعاجلهم بالعقوبة,الجزء الخامس عشر,إنه كان حليما ,سورة الاسراء
سورة الاسراء,غفورا لهم إذا تابوا,الجزء الخامس عشر,غفورا,سورة الاسراء
سورة الاسراء,وإذا تلوت القرآن,الجزء الخامس عشر,وإذا قرأت القرءان,سورة الاسراء
سورة الاسراء,وضعنا,الجزء الخامس عشر,جعلنا,سورة الاسراء
سورة الاسراء,بينك وبين الذين لا يصدقون,الجزء الخامس عشر,بينك وبين الذين لا يؤمنون ,سورة الاسراء
سورة الاسراء,بالبعث والحساب,الجزء الخامس عشر,بالأخرة,سورة الاسراء
سورة الاسراء,حجابا مستورا لا يرى أو ساترا عن الانتفاع بالقرآن,الجزء الخامس عشر,حجابا مستورا,سورة الاسراء
سورة الاسراء,وجعلنا على أفئدتهم,الجزء الخامس عشر,وجعلنا على قلوبهم,سورة الاسراء
سورة الاسراء,أغطية,الجزء الخامس عشر,أكنة ,سورة الاسراء
سورة الاسراء,لئلا يفقهوه,الجزء الخامس عشر,أن يفقهوه,سورة الاسراء
سورة الاسراء,وفي آذانهم صمما وثقلا في السمع,الجزء الخامس عشر,وفي ءاذانهم وقرا,سورة الاسراء
سورة الاسراء,وإذا ذكرت مالكك ومدبر أمرك,الجزء الخامس عشر,وإذا ذكرت ربك ,سورة الاسراء
سورة الاسراء,في القرآن وحده دون آلهتهم,الجزء الخامس عشر,في القرءان وحده,سورة الاسراء
سورة الاسراء,ولى المشركون على أعقابهم,الجزء الخامس عشر,ولوا على أدبرهم,سورة الاسراء
سورة الاسراء,نفرة من قولك,الجزء الخامس عشر,نفورا,سورة الاسراء
سورة الاسراء,نحن أدرى يا محمد,الجزء الخامس عشر,نحن أعلم,سورة الاسراء
سورة الاسراء,بما يستمعونه إذ يستمعون إليك,الجزء الخامس عشر,بما يستمعون به إذ يستمعون إليك,سورة الاسراء
سورة الاسراء,وإذ هم متناجون في أمرك,الجزء الخامس عشر,وإذ هم نجوى,سورة الاسراء
سورة الاسراء,إذ يقول المتعدون منهم في قولهم,الجزء الخامس عشر,إذ يقول الظلمون ,سورة الاسراء
سورة الاسراء,ما تتبعون,الجزء الخامس عشر,إن تتبعون ,سورة الاسراء
سورة الاسراء,إلا رجلا مصابا بالسحر,الجزء الخامس عشر,إلا رجلا  مسحورا,سورة الاسراء
سورة الاسراء,انظر يا محمد كيف ساقوا لك الأمثال بالشعر والكهانة والسحر,الجزء الخامس عشر,انظر كيف ضربوا لك الأمثال,سورة الاسراء
سورة الاسراء,فزاغوا,الجزء الخامس عشر,فضلوا,سورة الاسراء
سورة الاسراء,فلا يجدون سبيلا إلى الهدى,الجزء الخامس عشر,فلا يستطيعون سبيلا ,سورة الاسراء
سورة الاسراء,وقال المشركون أإذا صرنا عظاما بالية,الجزء الخامس عشر,وقالوا أءذا كنا عظما ,سورة الاسراء
سورة الاسراء,وترابا أو غبارا                                    ,الجزء الخامس عشر,ورفتا ,سورة الاسراء
سورة الاسراء,أئنا لمحيون يوم القيامة,الجزء الخامس عشر,أءنا لمبعوثون ,سورة الاسراء
سورة الاسراء,إحياء جديدا,الجزء الخامس عشر,خلقا جديدا,سورة الاسراء
سورة الاسراء,قل لهم يا محمد كونوا حجارة أو حديدا,الجزء الخامس عشر,قل كونوا حجارة أو حديدا,سورة الاسراء
سورة الاسراء,أو كونوا خلقا مما يعظم في نفوسكم كالسماوات والأرض                          ,الجزء الخامس عشر,أو خلقا مما يكبر في صدوركم,سورة الاسراء
سورة الاسراء,فسيقولون من يبعثنا بعد الموت,الجزء الخامس عشر,فسيقولون من يعيدنا,سورة الاسراء
سورة الاسراء,قل الذي خلقكم وأبدعكم أول مرة,الجزء الخامس عشر,قل الذي فطركم أول مرةٖ,سورة الاسراء
سورة الاسراء,فسيحركون لك رؤوسهم استهزاء,الجزء الخامس عشر,فسينغضون إليك رءوسهم,سورة الاسراء
سورة الاسراء,ويقولون متى يكون البعث,الجزء الخامس عشر,ويقولون متى هو,سورة الاسراء
سورة الاسراء,"قل لعله أن يكون قريبا، أو احذروه فإنه قريب",الجزء الخامس عشر,قل عسى أن يكون قريبا ,سورة الاسراء
سورة الاسراء,يوم يناديكم للخروج من قبوركم,الجزء الخامس عشر,يوم يدعوكم,سورة الاسراء
سورة الاسراء,فتستجيبون لأمره,الجزء الخامس عشر,فتستجيبون بحمده,سورة الاسراء
سورة الاسراء,وتظنون أنكم ما مكثتم في القبور,الجزء الخامس عشر,وتظنون إن لبثتم ,سورة الاسراء
سورة الاسراء,إلا يسيرا ,الجزء الخامس عشر,إلا قليلا,سورة الاسراء
سورة الاسراء,وقل يا محمد لعبادي,الجزء الخامس عشر,وقل لعبادي,سورة الاسراء
سورة الاسراء,يقولوا التي هي أحسن من المخاطبة والمحاورة,الجزء الخامس عشر,يقولوا التي هي أحسن,سورة الاسراء
سورة الاسراء,إن الشيطان يفسد بينهم ويهيج الشر بينهم,الجزء الخامس عشر,إن الشيطن ينزغ بينهم,سورة الاسراء
سورة الاسراء,إن الشيطان كان للإنسان عدوا ظاهر العداوة,الجزء الخامس عشر,إن الشيطن كان للإنسن عدوا مبينا,سورة الاسراء
سورة الاسراء,مالككم ومدبر أمركم أدرى بكم,الجزء الخامس عشر,ربكم أعلم بكم,سورة الاسراء
سورة الاسراء,إن يشأ يرحمكم بالتوبة والإيمان,الجزء الخامس عشر,إن يشأ يرحمكم,سورة الاسراء
سورة الاسراء,أو إن يشأ يعذبكم بالموت على الكفر فتستحقون العذاب,الجزء الخامس عشر,أو إن يشأ يعذبكم,سورة الاسراء
سورة الاسراء,وما بعثناك يا محمد,الجزء الخامس عشر,وما أرسلنك ,سورة الاسراء
سورة الاسراء,حفيظا موكولا إليك أمرهم,الجزء الخامس عشر,عليهم وكيلا,سورة الاسراء
سورة الاسراء,ومالكك ومدبر أمرك,الجزء الخامس عشر,وربك ,سورة الاسراء
سورة الاسراء,أدرى بمن في السماوات والأرض وما يصلحهم,الجزء الخامس عشر,أعلم بمن في السموت والأرض,سورة الاسراء
سورة الاسراء,ولقد فضلنا بعض النبيئين على بعض بتخصيص بعضهم بفضائل عن بعضهم,الجزء الخامس عشر,ولقد فضلنا بعض النبيۧن على بعضٖ,سورة الاسراء
سورة الاسراء,وأعطينا داود كتابا اسمه الزبور,الجزء الخامس عشر,وءاتينا داود زبورا,سورة الاسراء
سورة الاسراء,قل لهم يا محمد نادوا واستعينوا بمن زعمتم أنهم آلهة من دون الله,الجزء الخامس عشر,قل ادعوا الذين زعمتم من دونه,سورة الاسراء
سورة الاسراء,فلا يقدرون على رفع الضر عنكم,الجزء الخامس عشر,فلا يملكون كشف الضر عنكم,سورة الاسراء
سورة الاسراء,ولا صرفه إلى غيركم ,الجزء الخامس عشر,ولا تحويلا,سورة الاسراء
سورة الاسراء,ألئك الذين يدعونهم هؤلاء المشركون أربابا,الجزء الخامس عشر,أولئك الذين يدعون,سورة الاسراء
سورة الاسراء,يطلبون,الجزء الخامس عشر,يبتغون ,سورة الاسراء
سورة الاسراء,إلى مالكهم ومدبر أمرهم القربة                                  ,الجزء الخامس عشر,إلى ربهم الوسيلة,سورة الاسراء
سورة الاسراء,أيهم أدنى إليه زلفة بصالح عمله واجتهاده في طاعة ربه,الجزء الخامس عشر,أيهم أقرب,سورة الاسراء
سورة الاسراء,ويأملون رحمته,الجزء الخامس عشر,ويرجون رحمته,سورة الاسراء
سورة الاسراء,ويخشون عذابه,الجزء الخامس عشر,ويخافون عذابه,سورة الاسراء
سورة الاسراء,إن عذاب مالكك ومدبر أمرك,الجزء الخامس عشر,إن عذاب ربك ,سورة الاسراء
سورة الاسراء,كان متقى,الجزء الخامس عشر,كان محذورا,سورة الاسراء
سورة الاسراء,وما من قرية كفر أهلها وعصوا,الجزء الخامس عشر,وإن من قرية ,سورة الاسراء
سورة الاسراء,إلا نحن مخربوها ومبيدوها,الجزء الخامس عشر,إلا نحن مهلكوها,سورة الاسراء
سورة الاسراء,في الدنيا قبل يوم البعث,الجزء الخامس عشر,قبل يوم القيمة,سورة الاسراء
سورة الاسراء,أو معذبوها عذابا موجعا بالقتال أو غيره,الجزء الخامس عشر,أو معذبوها عذابا شديدا,سورة الاسراء
سورة الاسراء,كان ذلك في الكتاب المحفوظ عند الله تعالى,الجزء الخامس عشر,كان ذلك في الكتب ,سورة الاسراء
سورة الاسراء,مكتوبا مثبتا,الجزء الخامس عشر,مسطورا,سورة الاسراء
سورة الاسراء,وما منعنا أن نرسل بالآيات التي سألها قومك للدلالة على صدقك,الجزء الخامس عشر,وما منعنا أن نرسل بالأيت,سورة الاسراء
سورة الاسراء,إلا أن كذب بها الأولون إذ سألوها وأتتهم فعوجلوا بالعقوبة,الجزء الخامس عشر,إلا أن كذب بها الأولون,سورة الاسراء
سورة الاسراء,وآتينا قوم صالح الناقة,الجزء الخامس عشر,وءاتينا ثمود الناقة ,سورة الاسراء
سورة الاسراء,آية بينة واضحة,الجزء الخامس عشر,مبصرة,سورة الاسراء
سورة الاسراء,فتعدوا بها فأهلكوا,الجزء الخامس عشر,فظلموا بها,سورة الاسراء
سورة الاسراء,وما نرسل بالآيات الدالة على صدق رسلنا,الجزء الخامس عشر,وما نرسل بالأيت,سورة الاسراء
سورة الاسراء,إلا تخويفا للعباد ليؤمنوا,الجزء الخامس عشر,إلا تخويفا,سورة الاسراء
سورة الاسراء,واذكر يا محمد إذ قلنا لك,الجزء الخامس عشر,وإذ قلنا لك,سورة الاسراء
سورة الاسراء,إن مالكك ومدبر أمرك أحاط بالناس بعلمه وقدرته فلا يخرجون عن مشيئته,الجزء الخامس عشر,إن ربك أحاط بالناس ,سورة الاسراء
سورة الاسراء,وما جعلنا الرؤيا التي أريناك ليلة الإسراء,الجزء الخامس عشر,وما جعلنا الرءيا التي أرينك,سورة الاسراء
سورة الاسراء,إلا اختبارا وامتحانا للناس,الجزء الخامس عشر,إلا فتنة للناس,سورة الاسراء
سورة الاسراء,وشجرة الزقوم الملعونة في القرآن,الجزء الخامس عشر,والشجرة الملعونة في القرءان,سورة الاسراء
سورة الاسراء,ونخوفهم فما يزيدهم تخويفنا,الجزء الخامس عشر,ونخوفهم فما يزيدهم,سورة الاسراء
سورة الاسراء,إلا ظغيانا واسعا,الجزء الخامس عشر,إلا طغينا كبيرا,سورة الاسراء
سورة الاسراء,واذكر يا محمد حين قلنا للملائكة,الجزء الخامس عشر,وإذ قلنا للملئكة,سورة الاسراء
سورة الاسراء,اسجدوا لآدم سجود تحية بالانحناء,الجزء الخامس عشر,اسجدوا لأدم,سورة الاسراء
سورة الاسراء,فسجد الملائكة جميعا إلا إبليس ,الجزء الخامس عشر,فسجدوا إلا إبليس,سورة الاسراء
سورة الاسراء,قال أيعقل أن أسجد,الجزء الخامس عشر,قال ءأسجد ,سورة الاسراء
سورة الاسراء,لمن أنشأت من طين,الجزء الخامس عشر,لمن خلقت طينا,سورة الاسراء
سورة الاسراء,قال أخبرني,الجزء الخامس عشر,قال أرءيتك,سورة الاسراء
سورة الاسراء,هذا الذي فضلت علي بالسجود له,الجزء الخامس عشر,هذا الذي كرمت علي ,سورة الاسراء
سورة الاسراء,لئن أبقيتني حيا إلى يوم القيامة,الجزء الخامس عشر,لئن أخرتن إلى يوم القيمة ,سورة الاسراء
سورة الاسراء,لأستولين على ذريته بالإغواء,الجزء الخامس عشر,لأحتنكن ذريته ,سورة الاسراء
سورة الاسراء,إلا قليلا منهم ممن عصمته,الجزء الخامس عشر,إلا قليلا,سورة الاسراء
سورة الاسراء,قال الله تعالى امض,الجزء الخامس عشر,قال اذهب,سورة الاسراء
سورة الاسراء,فمن اقتفاك منهم,الجزء الخامس عشر,فمن تبعك منهم,سورة الاسراء
سورة الاسراء,فإن نار جهنم هي جزاؤكم ,الجزء الخامس عشر,فإن جهنم جزاؤكم,سورة الاسراء
سورة الاسراء,جزاء وافرا,الجزء الخامس عشر,جزاء موفورا,سورة الاسراء
سورة الاسراء,واستخف وأزعج,الجزء الخامس عشر,واستفزز ,سورة الاسراء
سورة الاسراء,من استطعت منهم بدعائك إياه إلى طاعتك,الجزء الخامس عشر,من استطعت منهم بصوتك,سورة الاسراء
سورة الاسراء,وصح عليهم وسقهم,الجزء الخامس عشر,وأجلب عليهم ,سورة الاسراء
سورة الاسراء,بكل راكب في طاعتك أو ماش فيها,الجزء الخامس عشر,بخيلك ورجلك,سورة الاسراء
سورة الاسراء,وشاركهم باستعمالهم ما يستعملون من الأموال والأولاد في طاعتك,الجزء الخامس عشر,وشاركهم في الأمول والأولد,سورة الاسراء
سورة الاسراء,"وعدهم بالنصر والتمكين على سواهم، أو وعدهم بأن لا بعث ولا جنة ولا نار",الجزء الخامس عشر,وعدهم,سورة الاسراء
سورة الاسراء,وما يعدهم الشيطان إلا باطلا يغرهم به,الجزء الخامس عشر,وما يعدهم الشيطن إلا غرورا,سورة الاسراء
سورة الاسراء,إن عبادي الذين أطاعوني واتبعوا أمري,الجزء الخامس عشر,إن عبادي,سورة الاسراء
سورة الاسراء,ليس لك عليهم تسلط وقدرة على إغوائهم                                           ,الجزء الخامس عشر,ليس لك عليهم سلطن,سورة الاسراء
سورة الاسراء,وكفى بمالكك ومدبر أمرك حافظا لهم منك ومتوليا لأمورهم,الجزء الخامس عشر,وكفى بربك وكيلا,سورة الاسراء
سورة الاسراء,يجري ,الجزء الخامس عشر,ربكم الذي يزجي ,سورة الاسراء
سورة الاسراء,لكم السفن في البحر,الجزء الخامس عشر,لكم الفلك في البحر ,سورة الاسراء
سورة الاسراء,لتطلبوا,الجزء الخامس عشر,لتبتغوا,سورة الاسراء
سورة الاسراء,من رزقه,الجزء الخامس عشر,من فضله,سورة الاسراء
سورة الاسراء,إنه كان بكم رحيما في تسخيرها لكم,الجزء الخامس عشر,إنه كان بكم رحيما,سورة الاسراء
سورة الاسراء,وإذا أصابتكم الشدة في البحر,الجزء الخامس عشر,وإذا مسكم الضر  في البحر,سورة الاسراء
سورة الاسراء,تاه عنكم وذهب,الجزء الخامس عشر,ضل ,سورة الاسراء
سورة الاسراء,من تدعون من الآلهة,الجزء الخامس عشر,من تدعون ,سورة الاسراء
سورة الاسراء,إلا الله,الجزء الخامس عشر,إلا إياه,سورة الاسراء
سورة الاسراء,فلما أنقذكم من هول ما كنتم فيه وأوصلكم إلى البر,الجزء الخامس عشر,فلما نجىكم إلى البر,سورة الاسراء
